Model,Link,Details,Price,Shipping Price
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id27789657.htm,5712/1A-001,119501,88
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-moon-phase-57121a-001--id32754990.htm,Moon Phase 5712/1A-001,84685,111
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-patek-philippe-nautilus-57121a-001--id28045009.htm,5712/1A-001,183856,323
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712-moonphase-geneva-seal-rare--id28803027.htm,5712 Moonphase Geneva Seal Rare,138990,99
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001-moon-phase-new-never-worn-2014--id31748603.htm,5712/1A-001 Moon Phase NEW NEVER WORN 2014,198230,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-fasi-luna-riserva-di-carica-punzone-di-ginevra--id32271671.htm,fasi luna riserva di carica punzone di Ginevra,99171,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id32381898.htm,5712/1A-001,97617,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id31466594.htm,5712/1A-001,206141,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id31911804.htm,5712/1A-001,128142,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/2016-unpolished-full-set-patek-philippe-nautilus-57121a-001-blue-dial-moonphase-steel--id29228095.htm,2016 Unpolished Full Set Patek Philippe Nautilus 5712/1A-001 Blue Dial Moonphase Steel,97617,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id30483232.htm,5712/1A-001 FULL SET,138170,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id32414341.htm,5712/1A-001,95597,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/--57121a-001--id32359535.htm,パテック・フィリップ ノーチラス5712/1A-001,137360,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a--id29154755.htm,5712/1A,146000,300
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/----id32453349.htm,ノーチラス プチ コンプリケーション,92135,
Patek Philippe Vintage,https://www.chrono24.com/patekphilippe/pocket-watch-vintage--id32552290.htm,5712/1A-001,12814,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id28351343.htm,5712/1A-001,110947,110
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--moonphase--2010--bp--id28876199.htm,• Moonphase • 2010 • B&P,105539,22
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-001---box--papers---24-month-warranty---2021--id25095523.htm,5712/1A-001 - Box & Papers - 24-Month Warranty - 2021,181432,104
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id27272188.htm,5712/1A-001,144745,144
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-2021-nautilus-5712-moonphase--id29927017.htm,2021 Nautilus 5712 Moonphase,120737,1305
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moonphase-first-generation-2007-open-name---5712a1a-001--id32581541.htm,Moonphase First Generation 2007 Open Name - 5712A/1A-001,98690,390
Patek Philippe,https://www.chrono24.com/patekphilippe/--57121a-001--id29674662.htm,パテック フィリップ 5712/1A-001,166885,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-moon-phase-57121a-poincon-de-geneve--id15992190.htm,Moon Phase 5712/1A Poincon de geneve,100284,167
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id26191927.htm,5712/1A-001,105856,224
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--moonphase--dec-2011--bp--id29083131.htm,• Moonphase • Dec 2011 • B&P,101715,22
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-001---box--papers---serviced-by-patek-in-2022---2007--id32776215.htm,5712/1A-001 - Box & Papers - Serviced by Patek in 2022 - 2007,93979,104
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id23708785.htm,5712/1A-001,103109,110
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-2018-nautilus-5712-moonphase--id29926966.htm,2018 Nautilus 5712 Moonphase,110882,1305
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-5712a-blue-dial-unworn-full-set--id26636880.htm,5712A Blue Dial Unworn Full Set,141513,110
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-new-2022--id25699665.htm,New 2022,147085,947
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-patek-philippe-nautilus-new-2021-blue-dial---57121a-001--id31921691.htm,[NEW 2021] Blue Dial - 5712/1A-001,116821,196
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moonphase-steel-tiffany-blue-dial-57121a-001--id26417644.htm,Moonphase Steel Tiffany Blue Dial 5712/1A-001,225000,300
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-18k-rose-gold-57121r-001---ats-w007866--id30782162.htm,18K Rose Gold 5712/1R-001 - ATS-W007866,202251,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-57121a-001-blue-dial-nautilus--id14920269.htm,5712/1A-001 Blue Dial Nautilus,110000,250
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id30112868.htm,5712/1A-001,130526,110
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id31062405.htm,5712/1A-001,128142,390
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-ref-57121a-001--id11246956.htm,Ref. 5712/1A-001,154751,390
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712-moonphase---stainless-steel-perfect-condition---full-set--id15576047.htm,5712 Moonphase - Stainless Steel Perfect condition - FULL SET,121456,99
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001--id31831415.htm,5712/1A-001,132500,148
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-patek-philippe-nautilus-57121a-steel-full-set--id21971541.htm,5712/1A steel full set,100174,1114
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-001--id32662554.htm,5712/1A-001,109610,243
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-stainless-steel-57121a-001---ats-w000003--id27781474.htm,Stainless Steel 5712/1A-001 - ATS-W000003,95219,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-57121a-001-blue-nautilus-new--id14920252.htm,5712/1A-001 Blue Nautilus NEW,135000,250
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id29753112.htm,5712/1A-001,92492,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-40mm--id24873149.htm,40mm,143185,190
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-moon-phase-ref-5712-punzone-di-geneve--id17105576.htm,Moon Phase Ref. 5712 Punzone di Geneve,121331,390
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id29899090.htm,5712/1A-001,106288,48
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id10950147.htm,5712/1A-001,130000,100
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-5712-new-2012--id27990073.htm,5712 New 2012,131373,947
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-18k-white-gold-5712g-001---ats-w007843--id29660457.htm,18K White Gold 5712G-001 - ATS-W007843,83472,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-57121a-nautilus--id25855613.htm,5712/1A Nautilus,110000,250
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id32724707.htm,5712/1A-001,109756,111
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-ref-57121a-001-new-2020--id21906287.htm,Ref. 5712/1A-001 New 2020,143519,390
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-steel---ref-57121a-001--id28808670.htm,Steel - ref 5712/1A-001,173500,100
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id23393033.htm,5712/1A-001,120273,48
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-petit-complication-57121a-001--id32258131.htm,Petit Complication 5712/1A-001,110651,208
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/---57121a-001--id32089349.htm,パテック・フィリップ ノーチラス パワーリザーブ＆ムーン 5712/1A-001,114452,208
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-18k-white-gold-5712g-001---ats-w007890--id31477133.htm,18K White Gold 5712G-001 - ATS-W007890,76945,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-57121a-nautilus--id25646668.htm,5712/1A Nautilus,135000,250
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-del-2007-italia-punzone-di-ginevra-full-set-top-condition-con-documenti-e-scatola--id27482835.htm,del 2007 Italia punzone di Ginevra full set top condition con documenti e scatola,113656,891
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-001-2013--id32519190.htm,5712/1A-001 2013,107825,53
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--moon-phases-57121a--id27497243.htm,MOON PHASES 5712/1A,144856,334
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-etat-neuf--id30781962.htm,état neuf,124019,88
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/---57121a-001--id30973080.htm,パテック・フィリップ ノーチラス パワーリザーブ＆ムーン 5712/1A-001,128202,208
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-18k-rose-gold-5712r-001---ats-w007891--id31477813.htm,18K Rose Gold 5712R-001 - ATS-W007891,121324,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-57121a-nautilus--id25646884.htm,5712/1A Nautilus,110000,250
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moon-phase-stainless-steel-57121a-001--id32650940.htm,Moon Phase Stainless Steel 5712/1A-001,102566,110
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-2023-full-set-nautilus-moon-phase-steel-blue--id19188107.htm,(2023 Full Set) Nautilus Moon Phase Steel Blue,133819,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-moonphase-40mm--id23080352.htm,Moonphase 40mm,114679,196
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-001-unworn--id24002931.htm,5712/1A-001 „unworn“,177170,66
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id23298085.htm,5712/1A-001,112253,110
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/---57121a-001--id31929448.htm,パテック・フィリップ ノーチラス パワーリザーブ＆ムーン 5712/1A-001,126121,208
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-stainless-steel-57121a-001---ats-w007757--id27785499.htm,Stainless Steel 5712/1A-001 - ATS-W007757,110882,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-001-mondphase-steel-40mm-bp-072018--id23967064.htm,5712/1A-001 Mondphase Steel 40mm B+P 07/2018,166027,445
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-40mm--id22500177.htm,40mm,143185,201
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001-2010--id23891070.htm,5712/1A-001 2010,139285,669
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id29897726.htm,5712/1A-001,110171,70
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712r-001-rosegold-lederband-aus-2019-lc100-ungetragen--id28932157.htm,5712R-001 Roségold Lederband aus 2019 LC100 Ungetragen,125913,167
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-unworn-2023-blue-dial-moon-phases--id32082934.htm,5712/1A Unworn 2023 Blue Dial Moon Phases,136987,261
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-new-never-worn-2022--id30381917.htm,New Never Worn 2022,144299,612
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-tiffany--co-moonphases-power-reserve--id31529928.htm,Tiffany & Co. Moonphases Power Reserve,250712,99
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-18k-rose-gold-5712r-001---ats-w007785--id31911969.htm,18K Rose Gold 5712R-001 - ATS-W007785,83472,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id30256358.htm,5712/1A-001,261734,105
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-full-set--id25658670.htm,Full set,99171,1113
