Model,Link,Details,Price,Shipping Price
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/2015-nautilus-57121a-001-blue-dial--id32448388.htm,2015 Nautilus 5712/1A-001 Blue Dial,99000,200
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-moon-phase-stainless-steel-blue-date-dial-5712--id28645973.htm,Moon Phase Stainless Steel Blue Date Dial 5712,135000,99
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-moon-phase-ref-5712-punzone-di-geneve--id17105576.htm,Moon Phase Ref. 5712 Punzone di Geneve,121510,391
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001-2010--id23891070.htm,5712/1A-001 2010,139490,670
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001--id29260551.htm,5712/1A-001,115615,118
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-fasi-luna-riserva-di-carica-punzone-di-ginevra--id32271671.htm,fasi luna riserva di carica punzone di Ginevra,99317,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712-new--id12416872.htm,5712 New,133799,279
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-moonphase-powerreserve-57121a-001--id30566768.htm,Moonphase PowerReserve 5712/1A-001,128700,125
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id28351343.htm,5712/1A-001,110519,110
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id23708785.htm,5712/1A-001,102711,110
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id31062405.htm,5712/1A-001,128331,391
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-stainless-steel-57121a-001---ats-w007757--id27785499.htm,Stainless Steel 5712/1A-001 - ATS-W007757,110454,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-steel-only--2023-complete-set--id29273904.htm,5712/1A Steel Only. 2023 Complete Set,135000,255
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-2023-nautilus-steel-blue-dial-57121a-001--id9270682.htm,2023 Nautilus Steel Blue Dial 5712/1A-001,119500,200
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id20624928.htm,5712/1A-001,110500,200
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id32381898.htm,5712/1A-001,97660,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a--id23718605.htm,5712/1A,127717,112
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/2016-unpolished-full-set-patek-philippe-nautilus-57121a-001-blue-dial-moonphase-steel--id29228095.htm,2016 Unpolished Full Set Patek Philippe Nautilus 5712/1A-001 Blue Dial Moonphase Steel,97151,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-57121a-nautilus--id25646884.htm,5712/1A Nautilus,110000,250
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-stainless-steel-57121a-001---ats-w000003--id27781474.htm,Stainless Steel 5712/1A-001 - ATS-W000003,94851,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-stainless-steel-date-moon-phases-in-stock--id25086039.htm,"5712/1A Stainless Steel Date Moon Phases ""In Stock""",156995,450
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id29899090.htm,5712/1A-001,105780,48
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-new-full-set-2019--id14410396.htm,new Full set 2019,131678,446
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-tiffany--co-moonphases-power-reserve--id31529928.htm,Tiffany & Co. Moonphases Power Reserve,251081,99
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id29117261.htm,5712/1A-001,110513,650
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id32261006.htm,5712/1A-001,106012,99
Patek Philippe Vintage,https://www.chrono24.com/patekphilippe/pocket-watch-vintage--id32552290.htm,5712/1A-001,12833,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id30468192.htm,5712/1A-001,100321,66
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-18k-rose-gold-5712r-001---ats-w007891--id31477813.htm,18K Rose Gold 5712R-001 - ATS-W007891,120856,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id7868480.htm,5712/1A-001,135500,200
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id26478187.htm,5712/1A-001,121635,223
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712a--2023--neu--full-set--id30507757.htm,5712A | 2023 | Neu | Full Set,142279,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-del-2007-italia-punzone-di-ginevra-full-set-top-condition-con-documenti-e-scatola--id27482835.htm,del 2007 Italia punzone di Ginevra full set top condition con documenti e scatola,113824,893
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-moon-phase-2018--id30054614.htm,Moon Phase 2018,122033,22
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-001-2013--id32519190.htm,5712/1A-001 2013,107872,53
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id25293963.htm,5712/1A-001,152069,70
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id32246637.htm,5712/1A-001,112473,105
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-18k-white-gold-5712g-001---ats-w007843--id29660457.htm,18K White Gold 5712G-001 - ATS-W007843,83149,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-001--id30691308.htm,5712/1A-001,111480,2231
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-001-new--id23959805.htm,5712/1A-001 NEW,143395,536
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-moon-phase-steel--id28899738.htm,Moon Phase Steel,96210,650
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712-moonphase--id31010211.htm,5712 Moonphase,135009,110
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id26191927.htm,5712/1A-001,106012,224
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id32593945.htm,5712/1A-001,128331,134
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id31625807.htm,5712/1A-001 - Tiffany,225000,200
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moonphase-power-reserve-40-steel-blue-2013-box--papers--unpolished--id32186575.htm,Moonphase Power Reserve 40 steel blue 2013 box + papers | UNPOLISHED,104283,195
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moonphase-57121a-001--id31556512.htm,Moonphase 5712/1A-001,112950,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-57121a-001-blue-nautilus-new--id14920252.htm,5712/1A-001 Blue Nautilus NEW,135000,250
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/tenpaku----57121a-001----ss----id32607044.htm,[Tenpaku] パテックフィリップ ノーチラス プチコン 5712/1A-001 ブルー 箱 保 SS メンズ 時計 中古,102256,415
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id30714440.htm,5712/1A-001,107271,22
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id30112868.htm,5712/1A-001,130022,110
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-patek-philippe-nautilus-57121a-001--id28045009.htm,5712/1A-001,184126,324
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moon-phases-57121a-001-unworn-2023--id27362398.htm,Moon Phases 5712/1A-001 (Unworn 2023),145064,110
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id30631992.htm,5712/1A-001,127147,440
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id30705865.htm,5712/1A-001,118287,166
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id30089783.htm,5712/1A-001,145000,99
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-18k-rose-gold-5712r-001---ats-w007785--id31911969.htm,18K Rose Gold 5712R-001 - ATS-W007785,83149,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-moon-phase-stainless-steel--id25402099.htm,5712/1A Moon Phase Stainless Steel,135000,175
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id29163274.htm,5712/1A-001,120722,473
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/----id32453349.htm,ノーチラス プチ コンプリケーション,91956,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-moon-phase-stainless-steel-blue-date-dial--sealed--id19607166.htm,Moon Phase Stainless Steel Blue Date Dial SEALED,160000,99
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moonphase-first-generation-2007-open-name---5712a1a-001--id32581541.htm,Moonphase First Generation 2007 Open Name - 5712A/1A-001,98836,391
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id32414341.htm,5712/1A-001,95547,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-unworn-2022--id20190808.htm,5712/1A Unworn 2022+,127495,500
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/---57121a-001--id30973080.htm,パテック・フィリップ ノーチラス パワーリザーブ＆ムーン 5712/1A-001,127953,208
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-patek-philippe-nautilus-57121a-steel-full-set--id21971541.htm,5712/1A steel full set,100321,1116
Patek Philippe,https://www.chrono24.com/patekphilippe/patek-philippe-nautius-fasi-luna-57121a-0012017-italiano--full-setacciaio-40mm--id24438850.htm,"Nautius Fasi Luna 5712/1A-001,(2017 Italiano ) Full set,Acciaio 40mm",125987,670
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moon-phase-57121a-001--id31792458.htm,Moon Phase 5712/1A-001,104975,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-001-mondphase-steel-40mm-bp-072018--id23967064.htm,5712/1A-001 Mondphase Steel 40mm B+P 07/2018,166272,445
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id31911804.htm,5712/1A-001,128331,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-new-2019--id6876254.htm,new 2019,131078,335
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-moon-phase-date-stainless-steel-new-57121a-001--id30706107.htm,Moon Phase Date Stainless Steel New 5712/1A-001,120000,99
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--57121a-001--steel-blue-dial--unworn--id29320505.htm,5712/1A-001 Steel Blue Dial Unworn,144196,150
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/---57121a-001--id32089349.htm,パテック・フィリップ ノーチラス パワーリザーブ＆ムーン 5712/1A-001,114230,208
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moon-phase-57121a-stainless-steel-40mm-full-set-new-2022--id31320502.htm,Moon Phase 5712/1a Stainless Steel 40mm Full Set New 2022,129328,70
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712-full-set-like-new--id31854897.htm,5712 full set like new,111592,278
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-tiffany--co-stainless-steel--id32650336.htm,Tiffany & Co Stainless Steel,185000,250
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001--id29260729.htm,5712/1A-001,141569,59
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-new-2022-nautilus-57121a--id27967641.htm,NEW 2022+ Nautilus 5712/1A,135500,399
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-ref-57121a-001-full-set-original--id23053915.htm,Ref. 5712/1A-001 Full Set Original,140522,558
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/---57121a-001--id31929448.htm,パテック・フィリップ ノーチラス パワーリザーブ＆ムーン 5712/1A-001,125876,208
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-001-unworn--id24002931.htm,5712/1A-001 „unworn“,177431,66
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-18k-white-gold-5712g-001---ats-w007890--id31477133.htm,18K White Gold 5712G-001 - ATS-W007890,76648,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-etat-neuf--id30781962.htm,état neuf,124202,88
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712-blue-dial--id28317223.htm,5712 Blue Dial,133910,557
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moon-phase-57121a-001--id32187118.htm,Moon Phase 5712/1A-001,105616,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-ref-57121a-001--id11246956.htm,Ref. 5712/1A-001,154979,391
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id30256358.htm,5712/1A-001,261519,105
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id26605739.htm,5712/1A-001,102248,105
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id32054189.htm,5712/1A-001,129000,99
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-18k-rose-gold-57121r-001---ats-w007866--id30782162.htm,18K Rose Gold 5712/1R-001 - ATS-W007866,201470,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-new-2022--id25699665.htm,New 2022,147301,949
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001-moon-phase-stainless-steel-blue-dial-2020--id32469497.htm,5712/1A-001 Moon Phase Stainless Steel Blue Dial (2020),115000,300
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001-stainless-steel-watch-blue-dial--id27830980.htm,5712/1A-001 Stainless Steel Watch Blue Dial,144955,99
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712-moonphase-geneva-seal-rare--id28803027.htm,5712 Moonphase Geneva Seal Rare,138990,99
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001--id30608056.htm,5712/1A-001,141569,59
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id27272188.htm,5712/1A-001,144958,144
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id31855855.htm,5712/1A-001,125000,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-001---box--papers---24-month-warranty---2021--id25095523.htm,5712/1A-001 - Box & Papers - 24-Month Warranty - 2021,180731,104
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-stainless-steel-57121a-001---ats-w007755--id27785502.htm,Stainless Steel 5712/1A-001 - ATS-W007755,135158,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moon-phase-stainless-steel-57121a-001--id32650940.htm,Moon Phase Stainless Steel 5712/1A-001,102170,110
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-new-never-worn-2022--id30381917.htm,New Never Worn 2022,144511,613
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-2021-unworn-patek-phillips-nautilus-57121a-full-set--id22893232.htm,2021 Unworn Patek Phillips Nautilus 5712/1A Full Set,133266,208
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-power-reserve--moon-phases-57121a--id3157873.htm,Power Reserve & Moon-Phases 5712/1A,130951,691
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-5712-new-2012--id27990073.htm,5712 New 2012,131567,949
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-nuovo-sigillato--id30391901.htm,nuovo sigillato,156228,1115
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a--id29154755.htm,5712/1A,146000,300
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moonphase-double-sealed-57121a-001--id30822873.htm,Moonphase “Double Sealed” 5712/1A-001,120784,195
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001-moon-phase-new-never-worn-2014--id31748603.htm,5712/1A-001 Moon Phase NEW NEVER WORN 2014,198522,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id30483232.htm,5712/1A-001 FULL SET,138374,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id23393033.htm,5712/1A-001,119699,48
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712-geneve-stamp--id24666114.htm,5712 Geneve Stamp,133910,222
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001-moon-phase-stainless-steel-blue-dial-2021--id32401654.htm,5712/1A-001 Moon Phase Stainless Steel Blue Dial (2021),116000,300
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-2023-full-set-nautilus-moon-phase-steel-blue--id19188107.htm,(2023 Full Set) Nautilus Moon Phase Steel Blue,133709,
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-moonphase-57121a-001--id32519853.htm,Moonphase 5712/1A-001,162522,195
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id32591010.htm,5712/1A-001,102664,558
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-unworn-2023-blue-dial-moon-phases--id32082934.htm,5712/1A Unworn 2023 Blue Dial Moon Phases,136459,260
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id29304102.htm,5712/1A-001,144596,167
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-57121a-unworn--id19770332.htm,5712/1A Unworn,239975,99
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus---new-2022---57121a-001--id22846173.htm,NEW 2022 - 5712/1A-001,133888,299
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-57121a-001-tiffany-and-co-moon-phase-stainless-steel-2022--id32469541.htm,5712/1A-001 'Tiffany and Co' Moon Phase Stainless Steel (2022),285000,300
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-power-reserve-moon-date--id18083771.htm,Power Reserve Moon Date,169500,2500
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-5712a-blue-dial-unworn-full-set--id26636880.htm,5712A Blue Dial Unworn Full Set,141722,110
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-petit-complication-57121a-001--id32258131.htm,Petit Complication 5712/1A-001,112720,208
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus--id10950147.htm,5712/1A-001,130000,100
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-5712r-001-rosegold-lederband-aus-2019-lc100-ungetragen--id28932157.htm,5712R-001 Roségold Lederband aus 2019 LC100 Ungetragen,126099,167
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id29817646.htm,5712/1A-001,171164,167
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/patek-philippe-57121a-nautilus--id25646668.htm,5712/1A Nautilus,135000,250
Patek Philippe Nautilus,https://www.chrono24.com/patekphilippe/nautilus-40mm--id24873149.htm,40mm,143395,191
